站名,省,经纬度,省内火车站数量
清华园站,北京,"116.333229,39.981082",43
昌平北站,北京,"116.227054,40.2300329999999",43
昌平站,北京,"116.187485,40.188802",43
南口站,北京,"116.123338,40.237858",43
官高,北京,"116.303196,40.236446",43
北京东站,北京,"116.478602,39.90151",43
黄村站,北京,"116.326143,39.72019",43
北京站,北京,"116.421034,39.902318",43
云居寺,北京,"115.794296,39.620454",43
孤山口,北京,"115.854867,39.6363369999999",43
平峪,北京,"115.546156999999,39.6654399999999",43
南观村,北京,"115.996829,39.7721639999999",43
上万,北京,"116.036343,39.822108",43
十渡站,北京,"115.583354,39.6462059999999",43
燕山站,北京,"115.95269,39.748942",43
三合庄,北京,"115.706637,39.634739",43
良各庄,北京,"115.931573,39.718152",43
北京南站,北京,"116.372828,39.863505",43
大灰厂,北京,"116.127779,39.858307",43
北京西站,北京,"116.315031,39.8934569999999",43
清河站,北京,"116.308941,40.0403579999999",43
怀柔站,北京,"116.642945999999,40.3159679999999",43
怀柔北站,北京,"116.68667,40.4075679999999",43
庙城,北京,"116.625547999999,40.3000529999999",43
北宅,北京,"116.564708999999,40.342272",43
斜河涧,北京,"116.0583,39.976553",43
三家店站,北京,"116.114195,39.948791",43
安家庄,北京,"115.947993999999,39.9966119999999",43
落坡岭,北京,"115.98053,39.986446",43
雁翅,北京,"115.891685,40.0340599999999",43
珠窝,北京,"115.796521,40.0562979999999",43
沿河城,北京,"115.720419,40.101418",43
密云站,北京,"116.847451,40.394317",43
统军庄,北京,"116.747829,40.3417999999999",43
张辛,北京,"116.680288,40.011048",43
高各庄,北京,"116.618962,40.2578439999999",43
顺义站,北京,"116.63958,40.12478",43
通州西站,北京,"116.621367,39.903368",43
北京北站,北京,"116.348024,39.940907",43
八达岭站,北京,"115.990108,40.357638",43
延庆站,北京,"115.984797,40.4727",43
康庄站,北京,"115.892509,40.3788789999999",43
大兴,北京,"116.326143,39.72019",43
霸州站,河北,"116.370092,39.121706",170
保定东站,河北,"115.595701,38.863534",170
板城,河北,"115.250159999999,39.612848",170
保定站,河北,"115.473619,38.8626009999999",170
徐水站,河北,"115.632238,39.0306849999999",170
泊头站,河北,"116.580935999999,38.0611269999999",170
沧州西站,河北,"116.762051,38.306263",170
东光站,河北,"116.531533,37.898144",170
青县站,河北,"116.832404999999,38.57705",170
肃宁站,河北,"115.844117999999,38.4145559999999",170
沧州站,河北,"116.871827,38.3087349999999",170
高寺台,河北,"117.957195,41.1581959999999",170
永和,河北,"118.344663999999,40.7768099999999",170
甲山,河北,"118.258754,40.7872059999999",170
南湾子,河北,"117.813331,40.728822",170
大杖子,河北,"118.543961,40.8499709999999",170
新杖子站,河北,"118.33221,40.8770069999999",170
上板城南站,河北,"118.040886,40.823562",170
隆化站,河北,"117.744455,41.326788",170
韩麻营,河北,"117.835254,41.276293",170
超梁沟,河北,"117.689877999999,41.231771",170
闹海营,河北,"117.710463,41.292512",170
五道河,河北,"117.059334,40.8923109999999",170
二道沟门,河北,"117.144738,40.8848759999999",170
流水沟,河北,"117.138903,40.705112",170
窑上,河北,"117.401807,40.982283",170
白旗,河北,"117.665762,41.1570949999999",170
梁底下,河北,"117.619338,41.1065949999999",170
猴山,河北,"117.022936,40.8141869999999",170
虎什哈,河北,"116.984354999999,40.859571",170
金沟屯,河北,"117.510439,41.057645",170
滦河沿,河北,"117.537531,41.0778469999999",170
南大庙,河北,"117.064123,40.769559",170
平坊,河北,"117.236581,40.8914019999999",170
张百湾,河北,"117.475611,40.9975639999999",170
滦平站,河北,"117.310041,40.921694",170
平泉站,河北,"118.693723,40.998168",170
小寺沟站,河北,"118.639764,40.8983119999999",170
承德站,河北,"117.948168999999,40.9637239999999",170
上板城站,河北,"118.05145,40.8365879999999",170
西大庙,河北,"117.961499,40.8035349999999",170
双峰寺,河北,"117.965044,41.0466619999999",170
黄土坎,河北,"120.792762,41.0703129999999",170
承德东,河北,"117.983858,40.88756",170
洞庙河,河北,"117.688306999999,40.5702569999999",170
潘家店,河北,"117.810727,40.6727899999999",170
下台子站,河北,"117.734714999999,40.60168",170
六道河子,河北,"117.309389,40.394514",170
兴隆县站,河北,"117.507659,40.4358689999999",170
鹰手营子站,河北,"117.662904,40.554392",170
榆树沟,河北,"118.398375,40.7839659999999",170
上谷,河北,"118.474476,40.7945089999999",170
下板城站,河北,"118.170308,40.7725569999999",170
磁县站,河北,"114.366795999999,36.3601579999999",170
定州站,河北,"114.967532,38.5293649999999",170
定州东站,河北,"115.069435,38.50806",170
高碑店东站,河北,"115.939145999999,39.288144",170
高碑店站,河北,"115.852979,39.32779",170
和村,河北,"114.116963,36.5563069999999",170
临水,河北,"114.23068,36.4334819999999",170
新坡,河北,"114.289147,36.470784",170
邯郸东站,河北,"114.55351,36.620086",170
邯郸站,河北,"114.470723,36.603149",170
涉县站,河北,"113.661961,36.5771659999999",170
前磨头站,河北,"115.486600999999,37.795161",170
深州站,河北,"115.607337,38.010924",170
龙华站,河北,"116.016858,37.6109549999999",170
饶阳站,河北,"115.711578,38.2367959999999",170
衡水站,河北,"115.684974,37.743459",170
大营镇站,河北,"115.72939,37.3178309999999",170
枣强站,河北,"115.73262,37.504001",170
上安,河北,"114.193681,38.0601369999999",170
南张村,河北,"114.058628,37.995361",170
百里峡站,河北,"115.387508999999,39.682132",170
野三坡站,河北,"115.447496,39.669696",170
白涧站,河北,"115.283406,39.6449879999999",170
福山口,河北,"115.334957,39.6735639999999",170
艾河,河北,"114.541808,39.3928239999999",170
小西庄,河北,"114.623332,39.401166",170
浮图峪,河北,"114.826922,39.365752",170
涞源站,河北,"114.70551,39.3705709999999",170
塔崖驿,河北,"115.001523,39.428597",170
王安镇,河北,"114.940995,39.4075149999999",170
三河县站,河北,"117.092299999999,39.977535",170
燕郊站,河北,"116.819755,39.9406",170
廊坊站,河北,"116.702754,39.508367",170
大厂县,河北,"116.9107,39.950808",170
廊坊北站,河北,"116.699783,39.512033",170
马柳,河北,"118.515421,39.857593",170
滦河站,河北,"118.665592,39.855673",170
北戴河站,河北,"119.41378,39.8494639999999",170
昌黎站,河北,"119.161589,39.703035",170
抚宁站,河北,"119.243067,39.8922639999999",170
卢龙站,河北,"118.977519,39.95103",170
任丘站,河北,"116.138225,38.6933909999999",170
段甲岭,河北,"117.162297,39.9847419999999",170
三平,河北,"116.99075,39.9605239999999",170
沙河市站,河北,"114.491718,36.860784",170
井店站,河北,"113.716185,36.60481",170
豆庄,河北,"113.840846,36.72963",170
偏店,河北,"113.747663,36.646166",170
悬钟,河北,"113.571862,36.6600839999999",170
良村,河北,"114.668145999999,38.040173",170
藁城站,河北,"114.826618,38.027506",170
晋州站,河北,"115.026062,38.020446",170
高邑站,河北,"114.591888,37.604427",170
高邑西站,河北,"114.525675,37.6292419999999",170
南峪站,河北,"113.931524999999,37.989643",170
井南站,河北,"114.017568999999,37.9977519999999",170
井陉站,河北,"114.130951999999,38.0339999999999",170
石家庄站,河北,"114.478375,38.009798",170
石家庄北站,河北,"114.459211999999,38.065373",170
元氏站,河北,"114.538573,37.758912",170
正定机场站,河北,"114.705541999999,38.2519989999999",170
迁安站,河北,"118.687023999999,39.9250329999999",170
富庄子,河北,"117.92442,39.841098",170
唐山北站,河北,"118.11302,39.8156299999999",170
唐山站,河北,"118.113757,39.624298",170
杨各庄,河北,"118.59166,39.8037769999999",170
福山寺,河北,"118.423535,39.8746689999999",170
滦县站,河北,"118.700061,39.7564899999999",170
狼窝铺,河北,"118.282261,39.8388769999999",170
石郎庄,河北,"118.34698,39.8618549999999",170
螺山,河北,"117.549927999999,39.923183",170
玉田县站,河北,"117.728756,39.8813559999999",170
吴桥站,河北,"116.380858,37.626269",170
磁山站,河北,"114.112095,36.597175",170
康城,河北,"114.284709,36.6560619999999",170
徘徊北,河北,"114.039477,36.6066059999999",170
什里店,河北,"113.93709,36.690289",170
武安站,河北,"114.20641,36.67665",170
午汲,河北,"114.148762,36.651575",170
阳邑站,河北,"113.897332,36.737378",170
新固镇,河北,"113.976285,36.637087",170
辛集站,河北,"115.209401,37.904474",170
南宫东站,河北,"115.695956,37.1751859999999",170
邢台站,河北,"114.486971999999,37.069338",170
邢台东站,河北,"114.586319,37.0912409999999",170
前苇塘,河北,"117.405777,40.399566",170
南城司,河北,"115.256437,39.548445",170
奇峰塔,河北,"115.225789,39.489699",170
大盘石,河北,"115.085324,39.426788",170
紫荆关,河北,"115.171415,39.4531759999999",170
张家口南站,河北,"114.877112999999,40.7509939999999",170
官厅站,河北,"115.579438,40.252955",170
官厅西,河北,"115.573234,40.251829",170
沙城站,河北,"115.509657,40.396078",170
张家口站,河北,"114.876594999999,40.809232",170
下花园站,河北,"115.273652,40.485418",170
宣化站,河北,"115.050577,40.596721",170
沙岭子站,河北,"114.918756,40.671776",170
涿州东站,河北,"116.046938,39.4584079999999",170
涿州站,河北,"115.978147,39.4800219999999",170
旧庄窝东,河北,"115.641803,40.16606",170
旧庄窝,河北,"115.633236999999,40.171301",170
汤头沟,河北,"117.714924,41.442965",170
沙坨子,河北,"115.250159999999,39.612848",170
张三营,河北,"117.750304,41.5819499999999",170
朝阳地,河北,"118.208997999999,42.019049",170
四合永,河北,"117.827533,41.8057379999999",170
腰栈,河北,"117.867686,41.854227",170
河洛营,河北,"117.722937,41.3891259999999",170
东大坝,河北,"117.812392,41.6567409999999",170
杨树岭,河北,"118.878624,40.9952139999999",170
山海关,河北,"119.761574999999,39.9991109999999",170
纪家沟,河北,"118.126768,41.927391",170
黄家店,河北,"118.190376,41.971096",170
庙宫,河北,"117.858705,41.715243",170
广德号,河北,"117.932651,41.87603",170
银镇,河北,"118.042468,41.9038279999999",170
北屯,新疆维吾尔自治区,"87.7585129999999,47.3220099999999",53
福海,新疆维吾尔自治区,"87.459693,47.1198959999999",53
北屯市,新疆维吾尔自治区,"87.813867,47.332166",53
阿拉山口,新疆维吾尔自治区,"82.5703319999999,45.170301",53
博乐,新疆维吾尔自治区,"82.6477849999999,44.931355",53
精河南,新疆维吾尔自治区,"82.917788,44.605328",53
精河,新疆维吾尔自治区,"83.02185,44.6352079999999",53
奎屯,新疆维吾尔自治区,"84.8982429999999,44.403162",53
玛纳斯,新疆维吾尔自治区,"86.200224,44.2540619999999",53
和什托洛盖,新疆维吾尔自治区,"86.2713109999999,46.406143",53
沙湾县,新疆维吾尔自治区,"85.6060279999999,44.321603",53
石河子,新疆维吾尔自治区,"86.060405,44.268497",53
阿克苏,新疆维吾尔自治区,"80.304787,41.1440449999999",53
金银川,新疆维吾尔自治区,"79.837749,40.707704",53
柯坪,新疆维吾尔自治区,"78.992545,40.4562269999999",53
库车,新疆维吾尔自治区,"83.013513,41.693581",53
新和,新疆维吾尔自治区,"82.624605,41.5793899999999",53
和硕,新疆维吾尔自治区,"87.3789479999999,42.2335119999999",53
库尔勒,新疆维吾尔自治区,"86.139504,41.781768",53
马兰,新疆维吾尔自治区,"87.3789479999999,42.2335119999999",53
焉耆,新疆维吾尔自治区,"86.5443559999999,42.074745",53
哈密,新疆维吾尔自治区,"93.5043479999999,42.8479719999999",53
了墩,新疆维吾尔自治区,"92.2244189999999,43.148155",53
柳树泉,新疆维吾尔自治区,"92.848336,43.051166",53
山口,新疆维吾尔自治区,"94.124357,42.131017",53
和田,新疆维吾尔自治区,"79.905141,37.158338",53
墨玉,新疆维吾尔自治区,"79.730564,37.222746",53
皮山,新疆维吾尔自治区,"78.2831599999999,37.566695",53
巴楚,新疆维吾尔自治区,"78.5478449999999,39.835396",53
喀什,新疆维吾尔自治区,"76.0463349999999,39.492206",53
莎车,新疆维吾尔自治区,"77.228762,38.3750659999999",53
疏勒,新疆维吾尔自治区,"75.991692,39.382038",53
叶城,新疆维吾尔自治区,"77.470662,37.8920639999999",53
英吉沙,新疆维吾尔自治区,"76.1608949999999,38.9673769999999",53
泽普,新疆维吾尔自治区,"77.3054319999999,38.1785319999999",53
克拉玛依,新疆维吾尔自治区,"84.892756,45.5275249999999",53
阿克陶,新疆维吾尔自治区,"75.972327,39.166657",53
阿图什,新疆维吾尔自治区,"76.219413,39.719495",53
七泉湖,新疆维吾尔自治区,"89.465923,43.1300019999999",53
吐哈,新疆维吾尔自治区,"90.530062,43.058754",53
鄯善,新疆维吾尔自治区,"90.482005,43.095865",53
吐鲁番北,新疆维吾尔自治区,"89.1081319999999,43.020668",53
吐鲁番,新疆维吾尔自治区,"88.872731,43.150326",53
鱼儿沟,新疆维吾尔自治区,"87.885924,42.8350579999999",53
乌鲁木齐,新疆维吾尔自治区,"87.580363,43.777985",53
乌鲁木齐南,新疆维吾尔自治区,"87.5833599999999,43.779119",53
乌西,新疆维吾尔自治区,"87.418126,43.8683309999999",53
霍尔果斯,新疆维吾尔自治区,"80.451351,44.1543449999999",53
五五,新疆维吾尔自治区,"84.81565,44.8585229999999",53
尼勒克,新疆维吾尔自治区,"82.045996,43.965451",53
伊宁东,新疆维吾尔自治区,"81.500145,43.9545299999999",53
布列开,新疆维吾尔自治区,"81.79214,43.898324",53
伊宁,新疆维吾尔自治区,"81.500145,43.9545299999999",53
德州站,山东,"116.282709,37.4485979999999",81
德州东站,山东,"116.455853,37.408794",81
博兴,山东,"118.136539,37.135038",81
曹县,山东,"115.576294,34.8271239999999",81
平原,山东,"116.433826999999,37.169739",81
晏城,山东,"116.752579,36.8032929999999",81
禹城,山东,"116.628232999999,36.923707",81
定陶,山东,"115.589975,35.065631",81
东营,山东,"118.466466,37.454666",81
费县,山东,"117.973834999999,35.278168",81
高密,山东,"119.762324,36.392288",81
海阳,山东,"120.992254,37.080592",81
菏泽,山东,"115.500992999999,35.2311809999999",81
蓝村,山东,"120.178693,36.3954099999999",81
济南西,山东,"116.886054,36.668948",81
济南,山东,"116.985049,36.670844",81
济南东,山东,"117.023537,36.6808359999999",81
济宁,山东,"116.595648999999,35.3929959999999",81
嘉祥,山东,"116.352708,35.392713",81
胶州北,山东,"120.050254,36.3953399999999",81
胶州,山东,"119.994007999999,36.2975009999999",81
莒南,山东,"118.841725999999,35.183711",81
莒县,山东,"118.834846,35.6518829999999",81
巨野,山东,"116.081939,35.3794869999999",81
鄄城,山东,"115.664574,35.4231229999999",81
莱芜东,山东,"117.687986,36.229146",81
蔺家楼,山东,"117.563266,36.2462549999999",81
司家岭,山东,"117.462587,36.232143",81
莱芜西,山东,"117.642872999999,36.2442599999999",81
莱西,山东,"120.513017,36.8094109999999",81
莱阳,山东,"120.705433,36.9282469999999",81
梁山,山东,"115.93222,35.8192099999999",81
聊城,山东,"115.938627,36.456761",81
临清,山东,"115.7321,36.8417409999999",81
临沂北,山东,"118.437709,35.1174409999999",81
临沂,山东,"118.338316,35.0371489999999",81
平邑,山东,"117.637702,35.516682",81
青岛,山东,"120.307452,36.064405",81
青州市,山东,"118.498123,36.770941",81
曲阜,山东,"117.024452,35.583553",81
曲阜东,山东,"117.062899,35.556257",81
日照,山东,"119.527321,35.4040779999999",81
泰安,山东,"117.104667,36.186781",81
泗水,山东,"117.255764,35.636589",81
范镇,山东,"117.389949,36.2176949999999",81
磁窑,山东,"117.10019,35.901268",81
泰山,山东,"117.104667,36.186781",81
燕家庄,山东,"117.269819,36.194085",81
上高镇,山东,"117.170863999999,36.176551",81
郯城,山东,"118.370994999999,34.603234",81
滕州,山东,"117.148109,35.081121",81
滕州东,山东,"117.251763999999,35.0906489999999",81
乳山,山东,"121.502064,36.996586",81
威海,山东,"122.139551999999,37.425511",81
文登,山东,"121.986538,37.178795",81
昌乐,山东,"118.833338,36.7106489999999",81
潍坊,山东,"119.092428,36.6970269999999",81
五莲,山东,"119.201680999999,35.8051999999999",81
桃村,山东,"121.136787,37.1881369999999",81
烟台,山东,"121.377593,37.5475649999999",81
兖州,山东,"116.835457,35.555872",81
阳谷,山东,"115.803122,36.1015909999999",81
沂南,山东,"118.614268999999,35.488013",81
沂水,山东,"118.721513,35.6441149999999",81
郓城,山东,"115.896274,35.601612",81
枣庄,山东,"117.300557,34.780596",81
枣庄西,山东,"117.249125,34.793688",81
章丘,山东,"117.493348999999,36.721721",81
诸城,山东,"119.384322999999,36.0626389999999",81
南博山,山东,"117.954656,36.3576839999999",81
源迁,山东,"118.047228,36.4327079999999",81
刘征,山东,"118.199623,36.697318",81
临淄,山东,"118.285362,36.803431",81
南仇,山东,"118.248451,36.747191",81
淄博,山东,"118.051104,36.788775",81
北牟,山东,"118.099504999999,36.5096929999999",81
西桐古,山东,"118.141574,36.561684",81
黑旺,山东,"118.196603,36.624222",81
邹城,山东,"116.952732,35.401361",81
东明县,山东,"115.086541,35.268884",81
算王庄,山东,"115.300400999999,35.2533219999999",81
大涧,山西,"114.294973,39.478861",124
南峧,山西,"113.551187,36.5737299999999",124
云彩岭,山西,"114.356716,39.4474299999999",124
招柏,山西,"114.40246,39.403688",124
微子镇,山西,"113.2931,36.331411",124
潞城站,山西,"113.215604,36.3208929999999",124
阳泉站,山西,"113.585924,37.855794",124
岩会站,山西,"113.73501,37.8789549999999",124
娘子关站,山西,"113.867594999999,37.9667109999999",124
程家,山西,"113.839093,37.9215859999999",124
阳泉北站,山西,"113.431506,38.1145649999999",124
黎城站,山西,"113.385813,36.5145649999999",124
孤山,山西,"113.324274,40.225751",124
堡子湾,山西,"113.273197,40.349831",124
大同,山西,"113.296105,40.119055",124
周士庄,山西,"113.459143,40.1148519999999",124
平型关,山西,"113.942128999999,39.33066",124
灵丘,山西,"114.216233,39.4607859999999",124
平旺,山西,"113.211617,40.0676619999999",124
大同东,山西,"113.356261,40.112628",124
永嘉堡,山西,"114.215157,40.527676",124
下社,山西,"113.171384,39.1488459999999",124
代县,山西,"112.977642,39.07621",124
河边,山西,"113.098572,38.605051",124
定襄,山西,"112.953875,38.4786009999999",124
大营,山西,"113.726195,39.2853509999999",124
五台山,山西,"113.559845999999,39.2643029999999",124
繁峙,山西,"113.267238,39.16456",124
汾阳,山西,"111.910914,37.37238",124
古东,山西,"112.230621,37.9263369999999",124
古交,山西,"112.158089,37.9167589999999",124
镇城底,山西,"112.062471,37.958095",124
河津,山西,"110.720133,35.5880799999999",124
洪洞,山西,"111.665544,36.2620429999999",124
洪洞西,山西,"111.57513,36.254049",124
赵城,山西,"111.692898,36.3813099999999",124
侯马西,山西,"111.282082,35.6021009999999",124
侯马,山西,"111.352144999999,35.6132029999999",124
霍州,山西,"111.712444,36.5854909999999",124
霍州东,山西,"111.831101,36.5642819999999",124
稷山,山西,"110.989331,35.612513",124
祁县东,山西,"112.350399,37.3233859999999",124
晋中,山西,"112.636183,37.6857029999999",124
榆次,山西,"112.724647,37.696396",124
临汾,山西,"111.531052,36.087206",124
临汾西,山西,"111.459406,36.101294",124
灵石东,山西,"111.908195,36.879696",124
交城,山西,"112.189393999999,37.519274",124
吕梁,山西,"111.131474,37.567579",124
柳林南,山西,"110.925974,37.4434779999999",124
文水,山西,"112.071027,37.4387789999999",124
平遥古城,山西,"112.143666,37.1549199999999",124
沁县,山西,"112.698963,36.758616",124
风陵渡,山西,"110.305197,34.6328389999999",124
寿阳,山西,"113.183455,37.8819329999999",124
芦家庄,山西,"113.046823,37.735433",124
怀仁,山西,"113.087785,39.8265919999999",124
金沙滩,山西,"112.906842,39.6726529999999",124
怀仁东,山西,"113.156471999999,39.7917739999999",124
岱岳,山西,"112.819751999999,39.516863",124
山阴,山西,"112.933958,39.4655989999999",124
神头,山西,"112.550422999999,39.3663579999999",124
朔州,山西,"112.44161,39.3149599999999",124
应县,山西,"113.056496999999,39.624298",124
太谷西,山西,"112.503108,37.447685",124
太原北,山西,"112.559749,37.917476",124
汾河,山西,"112.530071,37.9465989999999",124
太原东,山西,"112.579646999999,37.884619",124
太原,山西,"112.581385,37.860021",124
清徐,山西,"112.307235,37.556683",124
北白,山西,"112.648426,38.1878379999999",124
阳曲,山西,"112.675403,38.057434",124
东镇,山西,"111.306085,35.427387",124
闻喜西,山西,"111.173548999999,35.337049",124
闻喜,山西,"111.210873,35.356566",124
襄汾,山西,"111.435723999999,35.880037",124
襄汾西,山西,"111.331083,35.838385",124
太原南,山西,"112.604281,37.7912809999999",124
白壁关,山西,"111.721695,37.1490379999999",124
阳泉曲,山西,"113.580496,37.8618809999999",124
北义井,山西,"112.82774,38.457543",124
蒋村,山西,"113.020953,38.532443",124
秦家庄,山西,"111.652108,38.811326",124
安塘,山西,"111.707642,38.820906",124
岢岚,山西,"111.574474,38.7182079999999",124
神池,山西,"112.192409,39.082143",124
宁武,山西,"112.312442,39.0053559999999",124
阳方口,山西,"112.32583,39.094701",124
五寨,山西,"111.827602,38.9163399999999",124
播明,山西,"112.73658,38.49528",124
豆罗,山西,"112.694874,38.303285",124
平社,山西,"112.588494999999,38.2744829999999",124
忻州,山西,"112.739963,38.4191069999999",124
新绛,山西,"111.204866999999,35.6105769999999",124
高村,山西,"112.692543,38.1743239999999",124
永济,山西,"110.44839,34.8703939999999",124
永济北,山西,"110.419124,35.0282259999999",124
榆社,山西,"112.963219,37.05151",124
轩岗,山西,"112.424329,38.893337",124
原平,山西,"112.721542,38.719039",124
运城,山西,"110.985117,35.026898",124
运城北,山西,"110.978272,35.0997709999999",124
武乡,山西,"112.847037,36.855572",124
南陈铺,山西,"112.901812,35.727172",124
西阳村,山西,"112.87241,35.869385",124
赵庄,山西,"112.852498999999,35.943603",124
高平,山西,"112.912862,35.8013199999999",124
西武匠,山西,"112.870247,35.450811",124
晋城北,山西,"112.898743,35.5097189999999",124
晋城,山西,"112.867478,35.476159",124
北板桥,山西,"112.889784,35.648085",124
东坡,山西,"112.917838,35.384824",124
孔庄,山西,"112.958479,35.3308719999999",124
东元庆,山西,"112.933728,35.57121",124
嘉峰,山西,"112.516395,35.5866139999999",124
襄垣,山西,"113.028987,36.5062349999999",124
阳城,山西,"112.486261,35.492896",124
磨滩,山西,"112.606427,35.338531",124
大辛庄,山西,"113.093887,36.2424729999999",124
长治,山西,"113.06439,36.188478",124
长治北,山西,"113.118241,36.30848",124
小宋,山西,"113.015339,36.1310689999999",124
东田良,山西,"112.924729,35.9965249999999",124
长子,山西,"112.795985,36.111083",124
水洋,浙江,"120.169304999999,30.249464",52
江山站,浙江,"118.638996,28.77495",52
金华站,浙江,"119.631028,29.113206",52
兰溪站,浙江,"119.474847,29.2160569999999",52
衢州站,浙江,"118.876431999999,28.926414",52
龙游站,浙江,"119.161339,29.006412",52
奉化站,浙江,"121.460072999999,29.6308219999999",52
海宁站,浙江,"120.680994,30.5360669999999",52
海宁西站,浙江,"120.38724,30.4412689999999",52
杭州东站,浙江,"120.208384,30.293492",52
杭州站,浙江,"120.178407,30.245946",52
余杭站,浙江,"120.291696,30.382929",52
德清站,浙江,"120.056081,30.5469329999999",52
德清西站,浙江,"119.953559,30.537951",52
湖州站,浙江,"120.018333,30.865561",52
长兴南站,浙江,"119.899471,30.9929169999999",52
嘉善南站,浙江,"120.931546,30.790493",52
嘉善站,浙江,"120.914233999999,30.8523159999999",52
嘉兴站,浙江,"120.758917,30.766542",52
嘉兴南站,浙江,"120.795516,30.693299",52
金华南站,浙江,"119.729451999999,29.1201049999999",52
缙云站,浙江,"120.090571,28.664009",52
乐清站,浙江,"120.85544,28.087719",52
丽水站,浙江,"119.949523,28.4448189999999",52
临海站,浙江,"121.241812999999,28.883382",52
宁波站,浙江,"121.532163999999,29.864087",52
庄桥站,浙江,"121.531356,29.92603",52
宁波东站,浙江,"121.579312,29.852729",52
宁海站,浙江,"121.415405,29.339033",52
上虞站,浙江,"120.85267,30.004007",52
上虞北站,浙江,"120.84883,30.0557559999999",52
绍兴站,浙江,"120.576019,30.0166639999999",52
绍兴北站,浙江,"120.534429,30.102284",52
台州站,浙江,"121.285848,28.688904",52
三门县站,浙江,"121.35887,29.058074",52
桐乡站,浙江,"120.56322,30.539366",52
温岭站,浙江,"121.320842,28.482108",52
绅坊站,浙江,"120.987499,28.20022",52
苍南站,浙江,"120.407201,27.531027",52
雁荡山站,浙江,"121.147741999999,28.344583",52
温州南站,浙江,"120.581081,27.9695019999999",52
鳌江站,浙江,"120.541079,27.6291629999999",52
瑞安站,浙江,"120.577138,27.7701439999999",52
温州站,浙江,"120.681014,27.98344",52
永嘉站,浙江,"120.690616,28.07291",52
武义站,浙江,"119.826378,28.9115749999999",52
永康站,浙江,"120.016638,28.912275",52
余姚北站,浙江,"121.163856999999,30.100974",52
余姚站,浙江,"121.156445,30.056932",52
长兴站,浙江,"119.969382,31.044044",52
青田站,浙江,"120.27578,28.140125",52
诸暨站,浙江,"120.180556,29.729703",52
大口屯,天津,"117.258156,39.6037249999999",23
宝坻站,天津,"117.329162,39.7144559999999",23
汉沟镇,天津,"117.095042,39.296694",23
北仓,天津,"117.145686,39.241674",23
滨海北站,天津,"117.755277,39.235505",23
滨海站,天津,"117.605594999999,39.0807379999999",23
军粮城,天津,"117.442168,39.055784",23
军粮城北站,天津,"117.421897,39.064801",23
天津站,天津,"117.203822,39.134632",23
天津西站,天津,"117.157006999999,39.1574129999999",23
别山,天津,"117.471842,39.9542659999999",23
蓟县站,天津,"117.391268999999,40.0253379999999",23
上仓,天津,"117.402672999999,39.9095",23
下仓,天津,"117.42751,39.795354",23
蓟县南,天津,"117.357866,39.99067",23
静海站,天津,"116.923984,38.932071",23
唐官屯,天津,"116.924674999999,38.711029",23
塘沽站,天津,"117.634944,39.02624",23
曹子里,天津,"117.147114,39.420582",23
崔黄口,天津,"117.195081,39.5203339999999",23
武清站,天津,"117.010005,39.3712969999999",23
杨柳青站,天津,"116.996263,39.141114",23
天津南站,天津,"117.054497,39.056013",23
石板滩,四川,"104.262287,30.7282979999999",181
巴中,四川,"106.761628,31.875641",181
成都东,四川,"104.138771,30.631288",181
都江堰,四川,"103.636326,30.9597769999999",181
成都,四川,"104.070836,30.6997",181
洪安乡,四川,"104.333932,30.7126309999999",181
马街,四川,"103.890353,22.662662",181
红光镇,四川,"103.941584,30.774369",181
郫县西,四川,"103.877647999999,30.8265169999999",181
郫县东,四川,"103.924047,30.795241",181
郫县,四川,"103.906132,30.8108639999999",181
犀浦,四川,"103.970203,30.759594",181
红花塘,四川,"104.475577,30.669267",181
陈家湾,四川,"104.422098,30.7055219999999",181
青城山,四川,"103.604384999999,30.894386",181
公兴,四川,"103.966309,30.48225",181
成都南,四川,"104.065980999999,30.608421",181
犀浦东,四川,"103.988438,30.739059",181
新津,四川,"103.871397,30.4672419999999",181
渡市,四川,"107.280403,31.0281379999999",181
覃家坝,四川,"107.348342,31.073601",181
三汇镇,四川,"107.169935,31.017132",181
土溪,四川,"107.071747,31.0229199999999",181
达州,四川,"107.44848,31.2006979999999",181
永郎,四川,"102.251499999999,27.153046",181
德阳,四川,"104.38739,31.1680889999999",181
罗江,四川,"104.497463999999,31.3089839999999",181
迎宾路,四川,"103.638942,30.9833539999999",181
离堆公园,四川,"103.62187,30.996022",181
燕岗,四川,"103.522081,29.555513",181
杨漩,四川,"103.39738,29.3068409999999",181
峨眉,四川,"103.519953,29.594123",181
双福,四川,"103.529221,29.690826",181
苏雄,四川,"102.871309,29.149063",181
尼日,四川,"102.860315,29.205976",181
凉红,四川,"102.822085,29.0905169999999",181
阿寨,四川,"102.676113,28.8936899999999",181
广安,四川,"106.892829,30.496775",181
岳池,四川,"106.466564,30.538985",181
广安南,四川,"106.588975,30.4545929999999",181
广汉,四川,"104.258544,30.9814569999999",181
广元南,四川,"105.794864,32.420096",181
广元,四川,"105.817863,32.452438",181
广元东,四川,"105.834708,32.4441679999999",181
竹园坝,四川,"105.166518,32.191696",181
白水,四川,"106.023491,32.2623979999999",181
旺苍,四川,"106.359725,32.240746",181
黄洋,四川,"106.355543999999,32.2428269999999",181
嘉川,四川,"106.198306,32.214592",181
普济,四川,"106.451319,32.242156",181
尚武,四川,"106.120206999999,32.23116",181
